SITE,YEAR,MONTH,RTcount,RTpercent,QCcount,QCpercent
CBG,2010,12,360,48.00,360,48.00
CBG,2011,01,44,5.00,44,5.00
CBG,2011,02,281,41.00,281,41.00
CBG,2011,03,0,0.00,4,0.00
CBG,2011,04,686,95.00,686,95.00
CBG,2011,05,626,84.00,626,84.00
CBG,2011,06,720,100.00,720,100.00
CBG,2011,07,744,100.00,744,100.00
CBG,2011,08,723,97.00,554,74.00
CBG,2011,09,720,100.00,720,100.00
CBG,2011,10,654,87.00,680,91.00
CBG,2011,11,685,95.00,664,92.00
CBG,2011,12,740,99.00,740,99.00
CBG,2012,01,744,100.00,744,100.00
CBG,2012,02,696,100.00,264,37.00
CBG,2012,03,743,99.00,566,76.00
CBG,2012,04,575,79.00,575,79.00
CBG,2012,05,740,99.00,740,99.00
CBG,2012,06,718,99.00,718,99.00
CBG,2012,07,732,98.00,202,27.00
CBG,2012,08,744,100.00,732,98.00
CBG,2012,09,566,78.00,566,78.00
CBG,2012,10,743,99.00,743,99.00
CBG,2012,11,699,97.00,699,97.00
CBG,2012,12,379,50.00,379,50.00
CBG,2013,01,588,79.00,588,79.00
CBG,2013,02,286,42.00,262,38.00
CBG,2013,03,744,100.00,744,100.00
CBG,2013,04,698,96.00,698,96.00
CBG,2013,05,697,93.00,697,93.00
CBG,2013,06,719,99.00,719,99.00
CBG,2013,07,563,75.00,564,75.00
CBG,2013,08,744,100.00,744,100.00
CBG,2013,09,333,46.00,333,46.00
CBG,2013,10,561,75.00,541,72.00
CBG,2013,11,681,94.00,681,94.00
CBG,2013,12,700,94.00,701,94.00
CBG,2014,01,454,61.00,454,61.00
CBG,2014,02,637,94.00,637,94.00
CBG,2014,03,604,81.00,596,80.00
CBG,2014,04,720,100.00,712,98.00
CBG,2014,05,744,100.00,737,99.00
CBG,2014,06,288,40.00,277,38.00
CBG,2014,07,560,75.00,543,72.00
CBG,2014,08,734,98.00,727,97.00
CBG,2014,09,423,58.00,399,55.00
CBG,2014,10,0,0.00,0,0.00
CBG,2014,11,0,0.00,0,0.00
CBG,2014,12,283,38.00,282,37.00
CBG,2015,01,495,66.00,484,65.00
CBG,2015,02,618,91.00,617,91.00
CBG,2015,03,58,7.00,56,7.00
CBG,2015,04,495,68.00,494,68.00
CBG,2015,05,619,83.00,556,74.00
CBG,2015,06,604,83.00,600,83.00
CBG,2015,07,550,73.00,531,71.00
CBG,2015,08,664,89.00,657,88.00
CBG,2015,09,247,34.00,247,34.00
CBG,2015,10,502,67.00,478,64.00
CBG,2015,11,675,93.00,649,90.00
CBG,2015,12,726,97.00,708,95.00
CBG,2016,01,740,99.00,698,93.00
CBG,2016,02,680,97.00,650,93.00
CBG,2016,03,740,99.00,722,97.00
CBG,2016,04,720,100.00,709,98.00
CBG,2016,05,337,45.00,305,40.00
CBG,2016,06,0,0.00,0,0.00
CBG,2016,07,252,33.00,0,0.00
CBG,2016,08,722,97.00,721,96.00
CBG,2016,09,686,95.00,686,95.00
CBG,2016,10,711,95.00,711,95.00
CBG,2016,11,711,98.00,711,98.00
CBG,2016,12,733,98.00,733,98.00
CBG,2017,01,734,98.00,734,98.00
CBG,2017,02,640,95.00,640,95.00
CBG,2017,03,676,90.00,676,90.00
CBG,2017,04,390,54.00,390,54.00
CBG,2017,05,0,0.00,0,0.00
CBG,2017,06,0,0.00,0,0.00
CBG,2017,07,0,0.00,0,0.00
CBG,2017,08,0,0.00,0,0.00
CBG,2017,09,0,0.00,0,0.00
CBG,2017,10,0,0.00,0,0.00
CBG,2017,11,0,0.00,0,0.00
CBG,2017,12,0,0.00,0,0.00
CBG,2018,01,0,0.00,0,0.00
CBG,2018,02,0,0.00,0,0.00
CBG,2018,03,0,0.00,0,0.00
CBG,2018,04,0,0.00,0,0.00
CBG,2018,05,0,0.00,0,0.00
CBG,2018,06,0,0.00,0,0.00
CBG,2018,07,0,0.00,0,0.00
CBG,2018,08,0,0.00,0,0.00
CBG,2018,09,0,0.00,0,0.00
CBG,2018,10,0,0.00,0,0.00
CBG,2018,11,0,0.00,0,0.00
CBG,2018,12,0,0.00,0,0.00
CBG,2019,01,0,0.00,0,0.00
CBG,2019,02,0,0.00,0,0.00
CBG,2019,03,0,0.00,0,0.00
CBG,2019,04,0,0.00,0,0.00
CBG,2019,05,0,0.00,0,0.00
CBG,2019,06,0,0.00,0,0.00
CBG,2019,07,0,0.00,0,0.00
CBG,2019,08,0,0.00,0,0.00
CBG,2019,09,0,0.00,0,0.00
CBG,2019,10,0,0.00,0,0.00
CBG,2019,11,0,0.00,0,0.00
CBG,2019,12,0,0.00,0,0.00
CBG,2020,01,0,0.00,0,0.00
CBG,2020,02,0,0.00,0,0.00
CBG,2020,03,0,0.00,0,0.00
CBG,2020,04,0,0.00,0,0.00
CBG,2020,05,0,0.00,0,0.00
CBG,2020,06,0,0.00,0,0.00
CBG,2020,07,0,0.00,0,0.00
CBG,2020,08,0,0.00,0,0.00
CBG,2020,09,0,0.00,0,0.00
CBG,2020,10,0,0.00,0,0.00
CBG,2020,11,0,0.00,0,0.00
CBG,2020,12,0,0.00,0,0.00
CBG,2021,01,0,0.00,0,0.00
CBG,2021,02,0,0.00,0,0.00
CBG,2021,03,0,0.00,0,0.00
CBG,2021,04,0,0.00,0,0.00
CBG,2021,05,0,0.00,0,0.00
CBG,2021,06,0,0.00,0,0.00
CBG,2021,07,0,0.00,0,0.00
CBG,2021,08,0,0.00,0,0.00
CBG,2021,09,0,0.00,0,0.00
CBG,2021,10,0,0.00,0,0.00
CBG,2021,11,0,0.00,0,0.00
CBG,2021,12,0,0.00,0,0.00
CBG,2022,01,0,0.00,0,0.00
CBG,2022,02,0,0.00,0,0.00
CBG,2022,03,0,0.00,0,0.00
CBG,2022,04,0,0.00,0,0.00
CBG,2022,05,0,0.00,0,0.00
CBG,2022,06,0,0.00,0,0.00
CBG,2022,07,0,0.00,0,0.00
CBG,2022,08,0,0.00,0,0.00
CBG,2022,09,0,0.00,0,0.00
CBG,2022,10,0,0.00,0,0.00
CBG,2022,11,0,0.00,0,0.00
CBG,2022,12,0,0.00,0,0.00
CBG,2023,01,0,0.00,0,0.00
CBG,2023,02,0,0.00,0,0.00
CBG,2023,03,0,0.00,0,0.00
CBG,2023,04,0,0.00,0,0.00
CBG,2023,05,0,0.00,0,0.00
CBG,2023,06,0,0.00,0,0.00
CBG,2023,07,0,0.00,0,0.00
CBG,2023,08,0,0.00,0,0.00
CBG,2023,09,0,0.00,0,0.00
CBG,2023,10,0,0.00,0,0.00
CBG,2023,11,0,0.00,0,0.00
CBG,2023,12,0,0.00,0,0.00
COF,2007,01,0,0.00,0,0.00
COF,2007,02,0,0.00,0,0.00
COF,2007,03,0,0.00,0,0.00
COF,2007,04,0,0.00,0,0.00
COF,2007,05,0,0.00,0,0.00
COF,2007,06,0,0.00,0,0.00
COF,2007,07,0,0.00,0,0.00
COF,2007,08,0,0.00,0,0.00
COF,2007,09,0,0.00,0,0.00
COF,2007,10,0,0.00,0,0.00
COF,2007,11,0,0.00,0,0.00
COF,2007,12,0,0.00,0,0.00
COF,2008,01,0,0.00,0,0.00
COF,2008,02,0,0.00,0,0.00
COF,2008,03,0,0.00,0,0.00
COF,2008,04,0,0.00,0,0.00
COF,2008,05,0,0.00,0,0.00
COF,2008,06,0,0.00,0,0.00
COF,2008,07,0,0.00,0,0.00
COF,2008,08,0,0.00,0,0.00
COF,2008,09,0,0.00,0,0.00
COF,2008,10,0,0.00,0,0.00
COF,2008,11,0,0.00,0,0.00
COF,2008,12,0,0.00,0,0.00
COF,2009,01,0,0.00,0,0.00
COF,2009,02,0,0.00,0,0.00
COF,2009,03,0,0.00,0,0.00
COF,2009,04,0,0.00,0,0.00
COF,2009,05,0,0.00,0,0.00
COF,2009,06,0,0.00,0,0.00
COF,2009,07,0,0.00,0,0.00
COF,2009,08,0,0.00,0,0.00
COF,2009,09,0,0.00,0,0.00
COF,2009,10,0,0.00,0,0.00
COF,2009,11,0,0.00,0,0.00
COF,2009,12,0,0.00,0,0.00
COF,2010,01,0,0.00,0,0.00
COF,2010,02,0,0.00,0,0.00
COF,2010,03,0,0.00,0,0.00
COF,2010,04,0,0.00,0,0.00
COF,2010,05,0,0.00,0,0.00
COF,2010,06,0,0.00,0,0.00
COF,2010,07,0,0.00,0,0.00
COF,2010,08,0,0.00,0,0.00
COF,2010,09,0,0.00,0,0.00
COF,2010,10,0,0.00,0,0.00
COF,2010,11,0,0.00,0,0.00
COF,2010,12,0,0.00,0,0.00
COF,2011,01,0,0.00,0,0.00
COF,2011,02,0,0.00,0,0.00
COF,2011,03,0,0.00,0,0.00
COF,2011,04,0,0.00,0,0.00
COF,2011,05,0,0.00,0,0.00
COF,2011,06,0,0.00,0,0.00
COF,2011,07,0,0.00,0,0.00
COF,2011,08,0,0.00,0,0.00
COF,2011,09,0,0.00,0,0.00
COF,2011,10,0,0.00,0,0.00
COF,2011,11,0,0.00,0,0.00
COF,2011,12,0,0.00,0,0.00
COF,2012,01,0,0.00,0,0.00
COF,2012,02,0,0.00,0,0.00
COF,2012,03,143,19.00,549,73.00
COF,2012,04,715,99.00,69,9.00
COF,2012,05,731,98.00,716,96.00
COF,2012,06,715,99.00,695,96.00
COF,2012,07,737,99.00,713,95.00
COF,2012,08,707,95.00,697,93.00
COF,2012,09,706,98.00,580,80.00
COF,2012,10,711,95.00,642,86.00
COF,2012,11,717,99.00,717,99.00
COF,2012,12,735,98.00,735,98.00
COF,2013,01,744,100.00,724,97.00
COF,2013,02,501,74.00,464,69.00
COF,2013,03,636,85.00,627,84.00
COF,2013,04,720,100.00,720,100.00
COF,2013,05,744,100.00,388,52.00
COF,2013,06,720,100.00,26,3.00
COF,2013,07,695,93.00,638,85.00
COF,2013,08,744,100.00,744,100.00
COF,2013,09,720,100.00,720,100.00
COF,2013,10,649,87.00,649,87.00
COF,2013,11,718,99.00,718,99.00
COF,2013,12,744,100.00,744,100.00
COF,2014,01,740,99.00,740,99.00
COF,2014,02,582,86.00,582,86.00
COF,2014,03,715,96.00,715,96.00
COF,2014,04,720,100.00,720,100.00
COF,2014,05,361,48.00,360,48.00
COF,2014,06,0,0.00,0,0.00
COF,2014,07,0,0.00,0,0.00
COF,2014,08,0,0.00,0,0.00
COF,2014,09,0,0.00,0,0.00
COF,2014,10,0,0.00,0,0.00
COF,2014,11,43,5.00,43,5.00
COF,2014,12,611,82.00,610,81.00
COF,2015,01,684,91.00,684,91.00
COF,2015,02,387,57.00,386,57.00
COF,2015,03,447,60.00,447,60.00
COF,2015,04,720,100.00,719,99.00
COF,2015,05,307,41.00,307,41.00
COF,2015,06,654,90.00,654,90.00
COF,2015,07,742,99.00,742,99.00
COF,2015,08,728,97.00,726,97.00
COF,2015,09,172,23.00,171,23.00
COF,2015,10,387,52.00,387,52.00
COF,2015,11,642,89.00,639,88.00
COF,2015,12,738,99.00,737,99.00
COF,2016,01,708,95.00,708,95.00
COF,2016,02,575,82.00,575,82.00
COF,2016,03,739,99.00,739,99.00
COF,2016,04,716,99.00,716,99.00
COF,2016,05,727,97.00,727,97.00
COF,2016,06,545,75.00,545,75.00
COF,2016,07,744,100.00,744,100.00
COF,2016,08,606,81.00,606,81.00
COF,2016,09,662,91.00,662,91.00
COF,2016,10,602,80.00,602,80.00
COF,2016,11,279,38.00,279,38.00
COF,2016,12,0,0.00,0,0.00
COF,2017,01,3,0.00,3,0.00
COF,2017,02,342,50.00,342,50.00
COF,2017,03,743,99.00,743,99.00
COF,2017,04,718,99.00,718,99.00
COF,2017,05,744,100.00,744,100.00
COF,2017,06,720,100.00,720,100.00
COF,2017,07,718,96.00,718,96.00
COF,2017,08,687,92.00,687,92.00
COF,2017,09,677,94.00,677,94.00
COF,2017,10,743,99.00,743,99.00
COF,2017,11,718,99.00,718,99.00
COF,2017,12,441,59.00,441,59.00
COF,2018,01,32,4.00,32,4.00
COF,2018,02,356,52.00,356,52.00
COF,2018,03,409,54.00,409,54.00
COF,2018,04,720,100.00,720,100.00
COF,2018,05,694,93.00,694,93.00
COF,2018,06,720,100.00,720,100.00
COF,2018,07,737,99.00,737,99.00
COF,2018,08,741,99.00,741,99.00
COF,2018,09,716,99.00,716,99.00
COF,2018,10,739,99.00,739,99.00
COF,2018,11,131,18.00,131,18.00
COF,2018,12,450,60.00,450,60.00
COF,2019,01,651,87.00,651,87.00
COF,2019,02,31,4.00,31,4.00
COF,2019,03,743,99.00,743,99.00
COF,2019,04,711,98.00,711,98.00
COF,2019,05,464,62.00,464,62.00
COF,2019,06,699,97.00,699,97.00
COF,2019,07,733,98.00,733,98.00
COF,2019,08,552,74.00,552,74.00
COF,2019,09,714,99.00,714,99.00
COF,2019,10,739,99.00,739,99.00
COF,2019,11,557,77.00,557,77.00
COF,2019,12,742,99.00,742,99.00
COF,2020,01,740,99.00,740,99.00
COF,2020,02,608,87.00,608,87.00
COF,2020,03,641,86.00,641,86.00
COF,2020,04,720,100.00,720,100.00
COF,2020,05,739,99.00,739,99.00
COF,2020,06,599,83.00,599,83.00
COF,2020,07,716,96.00,716,96.00
COF,2020,08,743,99.00,743,99.00
COF,2020,09,719,99.00,719,99.00
COF,2020,10,742,99.00,742,99.00
COF,2020,11,647,89.00,647,89.00
COF,2020,12,232,31.00,232,31.00
COF,2021,01,12,1.00,12,1.00
COF,2021,02,153,22.00,153,22.00
COF,2021,03,0,0.00,0,0.00
COF,2021,04,0,0.00,0,0.00
COF,2021,05,0,0.00,0,0.00
COF,2021,06,0,0.00,0,0.00
COF,2021,07,0,0.00,0,0.00
COF,2021,08,0,0.00,0,0.00
COF,2021,09,0,0.00,0,0.00
COF,2021,10,0,0.00,0,0.00
COF,2021,11,0,0.00,0,0.00
COF,2021,12,0,0.00,0,0.00
COF,2022,01,0,0.00,0,0.00
COF,2022,02,0,0.00,0,0.00
COF,2022,03,0,0.00,0,0.00
COF,2022,04,0,0.00,0,0.00
COF,2022,05,0,0.00,0,0.00
COF,2022,06,0,0.00,0,0.00
COF,2022,07,0,0.00,0,0.00
COF,2022,08,0,0.00,0,0.00
COF,2022,09,0,0.00,0,0.00
COF,2022,10,0,0.00,0,0.00
COF,2022,11,0,0.00,0,0.00
COF,2022,12,0,0.00,0,0.00
COF,2023,01,0,0.00,0,0.00
COF,2023,02,0,0.00,0,0.00
COF,2023,03,0,0.00,0,0.00
COF,2023,04,0,0.00,0,0.00
COF,2023,05,0,0.00,0,0.00
COF,2023,06,0,0.00,0,0.00
COF,2023,07,0,0.00,0,0.00
COF,2023,08,0,0.00,0,0.00
COF,2023,09,0,0.00,0,0.00
COF,2023,10,0,0.00,0,0.00
COF,2023,11,0,0.00,0,0.00
COF,2023,12,0,0.00,0,0.00
NEWC,2007,01,0,0.00,0,0.00
NEWC,2007,02,0,0.00,0,0.00
NEWC,2007,03,0,0.00,0,0.00
NEWC,2007,04,0,0.00,0,0.00
NEWC,2007,05,0,0.00,0,0.00
NEWC,2007,06,0,0.00,0,0.00
NEWC,2007,07,0,0.00,0,0.00
NEWC,2007,08,0,0.00,0,0.00
NEWC,2007,09,0,0.00,0,0.00
NEWC,2007,10,0,0.00,0,0.00
NEWC,2007,11,0,0.00,0,0.00
NEWC,2007,12,0,0.00,0,0.00
NEWC,2008,01,0,0.00,0,0.00
NEWC,2008,02,0,0.00,0,0.00
NEWC,2008,03,0,0.00,0,0.00
NEWC,2008,04,0,0.00,0,0.00
NEWC,2008,05,0,0.00,0,0.00
NEWC,2008,06,0,0.00,0,0.00
NEWC,2008,07,0,0.00,0,0.00
NEWC,2008,08,0,0.00,0,0.00
NEWC,2008,09,0,0.00,0,0.00
NEWC,2008,10,0,0.00,0,0.00
NEWC,2008,11,0,0.00,0,0.00
NEWC,2008,12,0,0.00,0,0.00
NEWC,2009,01,0,0.00,0,0.00
NEWC,2009,02,0,0.00,0,0.00
NEWC,2009,03,0,0.00,0,0.00
NEWC,2009,04,0,0.00,0,0.00
NEWC,2009,05,0,0.00,0,0.00
NEWC,2009,06,0,0.00,0,0.00
NEWC,2009,07,0,0.00,0,0.00
NEWC,2009,08,0,0.00,0,0.00
NEWC,2009,09,0,0.00,0,0.00
NEWC,2009,10,0,0.00,0,0.00
NEWC,2009,11,0,0.00,0,0.00
NEWC,2009,12,0,0.00,0,0.00
NEWC,2010,01,0,0.00,0,0.00
NEWC,2010,02,0,0.00,0,0.00
NEWC,2010,03,0,0.00,0,0.00
NEWC,2010,04,0,0.00,0,0.00
NEWC,2010,05,0,0.00,0,0.00
NEWC,2010,06,0,0.00,0,0.00
NEWC,2010,07,0,0.00,0,0.00
NEWC,2010,08,0,0.00,0,0.00
NEWC,2010,09,0,0.00,0,0.00
NEWC,2010,10,0,0.00,0,0.00
NEWC,2010,11,0,0.00,0,0.00
NEWC,2010,12,0,0.00,0,0.00
NEWC,2011,01,0,0.00,0,0.00
NEWC,2011,02,0,0.00,0,0.00
NEWC,2011,03,0,0.00,0,0.00
NEWC,2011,04,0,0.00,0,0.00
NEWC,2011,05,0,0.00,0,0.00
NEWC,2011,06,0,0.00,0,0.00
NEWC,2011,07,0,0.00,0,0.00
NEWC,2011,08,0,0.00,0,0.00
NEWC,2011,09,0,0.00,0,0.00
NEWC,2011,10,0,0.00,0,0.00
NEWC,2011,11,0,0.00,0,0.00
NEWC,2011,12,0,0.00,0,0.00
NEWC,2012,01,0,0.00,0,0.00
NEWC,2012,02,0,0.00,0,0.00
NEWC,2012,03,0,0.00,0,0.00
NEWC,2012,04,0,0.00,0,0.00
NEWC,2012,05,0,0.00,0,0.00
NEWC,2012,06,0,0.00,0,0.00
NEWC,2012,07,0,0.00,0,0.00
NEWC,2012,08,0,0.00,0,0.00
NEWC,2012,09,0,0.00,0,0.00
NEWC,2012,10,0,0.00,0,0.00
NEWC,2012,11,0,0.00,0,0.00
NEWC,2012,12,0,0.00,0,0.00
NEWC,2013,01,0,0.00,0,0.00
NEWC,2013,02,0,0.00,0,0.00
NEWC,2013,03,0,0.00,0,0.00
NEWC,2013,04,0,0.00,0,0.00
NEWC,2013,05,0,0.00,0,0.00
NEWC,2013,06,0,0.00,0,0.00
NEWC,2013,07,0,0.00,0,0.00
NEWC,2013,08,0,0.00,0,0.00
NEWC,2013,09,0,0.00,0,0.00
NEWC,2013,10,0,0.00,0,0.00
NEWC,2013,11,0,0.00,0,0.00
NEWC,2013,12,0,0.00,0,0.00
NEWC,2014,01,0,0.00,0,0.00
NEWC,2014,02,0,0.00,0,0.00
NEWC,2014,03,0,0.00,0,0.00
NEWC,2014,04,0,0.00,0,0.00
NEWC,2014,05,0,0.00,0,0.00
NEWC,2014,06,0,0.00,0,0.00
NEWC,2014,07,0,0.00,0,0.00
NEWC,2014,08,0,0.00,0,0.00
NEWC,2014,09,0,0.00,0,0.00
NEWC,2014,10,0,0.00,0,0.00
NEWC,2014,11,0,0.00,0,0.00
NEWC,2014,12,0,0.00,0,0.00
NEWC,2015,01,0,0.00,0,0.00
NEWC,2015,02,0,0.00,0,0.00
NEWC,2015,03,0,0.00,0,0.00
NEWC,2015,04,0,0.00,0,0.00
NEWC,2015,05,0,0.00,0,0.00
NEWC,2015,06,0,0.00,0,0.00
NEWC,2015,07,0,0.00,0,0.00
NEWC,2015,08,0,0.00,0,0.00
NEWC,2015,09,0,0.00,0,0.00
NEWC,2015,10,0,0.00,0,0.00
NEWC,2015,11,0,0.00,0,0.00
NEWC,2015,12,0,0.00,0,0.00
NEWC,2016,01,0,0.00,0,0.00
NEWC,2016,02,0,0.00,0,0.00
NEWC,2016,03,0,0.00,0,0.00
NEWC,2016,04,0,0.00,0,0.00
NEWC,2016,05,0,0.00,0,0.00
NEWC,2016,06,0,0.00,0,0.00
NEWC,2016,07,0,0.00,0,0.00
NEWC,2016,08,0,0.00,0,0.00
NEWC,2016,09,0,0.00,0,0.00
NEWC,2016,10,0,0.00,0,0.00
NEWC,2016,11,0,0.00,0,0.00
NEWC,2016,12,0,0.00,0,0.00
NEWC,2017,01,0,0.00,0,0.00
NEWC,2017,02,0,0.00,0,0.00
NEWC,2017,03,0,0.00,0,0.00
NEWC,2017,04,0,0.00,0,0.00
NEWC,2017,05,0,0.00,0,0.00
NEWC,2017,06,0,0.00,0,0.00
NEWC,2017,07,0,0.00,0,0.00
NEWC,2017,08,0,0.00,0,0.00
NEWC,2017,09,0,0.00,0,0.00
NEWC,2017,10,0,0.00,0,0.00
NEWC,2017,11,21,2.00,21,2.00
NEWC,2017,12,489,65.00,490,65.00
NEWC,2018,01,703,94.00,703,94.00
NEWC,2018,02,638,94.00,638,94.00
NEWC,2018,03,520,69.00,520,69.00
NEWC,2018,04,683,94.00,683,94.00
NEWC,2018,05,702,94.00,702,94.00
NEWC,2018,06,145,20.00,145,20.00
NEWC,2018,07,151,20.00,151,20.00
NEWC,2018,08,0,0.00,0,0.00
NEWC,2018,09,0,0.00,0,0.00
NEWC,2018,10,1,0.00,1,0.00
NEWC,2018,11,0,0.00,0,0.00
NEWC,2018,12,0,0.00,0,0.00
NEWC,2019,01,0,0.00,744,100.00
NEWC,2019,02,0,0.00,672,100.00
NEWC,2019,03,0,0.00,744,100.00
NEWC,2019,04,0,0.00,720,100.00
NEWC,2019,05,0,0.00,744,100.00
NEWC,2019,06,47,6.00,128,17.00
NEWC,2019,07,314,42.00,744,100.00
NEWC,2019,08,661,88.00,744,100.00
NEWC,2019,09,636,88.00,720,100.00
NEWC,2019,10,537,72.00,744,100.00
NEWC,2019,11,431,59.00,720,100.00
NEWC,2019,12,462,62.00,744,100.00
NEWC,2020,01,197,26.00,744,100.00
NEWC,2020,02,292,41.00,696,100.00
NEWC,2020,03,441,59.00,526,70.00
NEWC,2020,04,711,98.00,715,99.00
NEWC,2020,05,740,99.00,744,100.00
NEWC,2020,06,706,98.00,720,100.00
NEWC,2020,07,393,52.00,744,100.00
NEWC,2020,08,674,90.00,744,100.00
NEWC,2020,09,715,99.00,720,100.00
NEWC,2020,10,692,93.00,744,100.00
NEWC,2020,11,536,74.00,720,100.00
NEWC,2020,12,327,43.00,357,47.00
NEWC,2021,01,0,0.00,0,0.00
NEWC,2021,02,644,95.00,669,99.00
NEWC,2021,03,427,57.00,744,100.00
NEWC,2021,04,615,85.00,720,100.00
NEWC,2021,05,491,65.00,744,100.00
NEWC,2021,06,687,95.00,720,100.00
NEWC,2021,07,721,96.00,744,100.00
NEWC,2021,08,708,95.00,744,100.00
NEWC,2021,09,703,97.00,720,100.00
NEWC,2021,10,673,90.00,744,100.00
NEWC,2021,11,691,95.00,720,100.00
NEWC,2021,12,347,46.00,744,100.00
NEWC,2022,01,245,32.00,744,100.00
NEWC,2022,02,533,79.00,672,100.00
NEWC,2022,03,736,98.00,744,100.00
NEWC,2022,04,690,95.00,720,100.00
NEWC,2022,05,718,96.00,744,100.00
NEWC,2022,06,700,97.00,720,100.00
NEWC,2022,07,732,98.00,744,100.00
NEWC,2022,08,617,82.00,744,100.00
NEWC,2022,09,416,57.00,720,100.00
NEWC,2022,10,56,7.00,101,13.00
NEWC,2022,11,0,0.00,0,0.00
NEWC,2022,12,0,0.00,0,0.00
NEWC,2023,01,0,0.00,0,0.00
NEWC,2023,02,0,0.00,0,0.00
NEWC,2023,03,0,0.00,0,0.00
NEWC,2023,04,0,0.00,0,0.00
NEWC,2023,05,0,0.00,0,0.00
NEWC,2023,06,0,0.00,0,0.00
NEWC,2023,07,0,0.00,0,0.00
NEWC,2023,08,0,0.00,0,0.00
NEWC,2023,09,0,0.00,0,0.00
NEWC,2023,10,0,0.00,0,0.00
NEWC,2023,11,0,0.00,0,0.00
NEWC,2023,12,0,0.00,0,0.00
BONC,2007,01,0,0.00,0,0.00
BONC,2007,02,0,0.00,0,0.00
BONC,2007,03,0,0.00,0,0.00
BONC,2007,04,0,0.00,0,0.00
BONC,2007,05,0,0.00,0,0.00
BONC,2007,06,0,0.00,0,0.00
BONC,2007,07,0,0.00,0,0.00
BONC,2007,08,0,0.00,0,0.00
BONC,2007,09,0,0.00,0,0.00
BONC,2007,10,0,0.00,0,0.00
BONC,2007,11,0,0.00,0,0.00
BONC,2007,12,0,0.00,0,0.00
BONC,2008,01,0,0.00,0,0.00
BONC,2008,02,0,0.00,0,0.00
BONC,2008,03,0,0.00,0,0.00
BONC,2008,04,0,0.00,0,0.00
BONC,2008,05,0,0.00,0,0.00
BONC,2008,06,0,0.00,0,0.00
BONC,2008,07,0,0.00,0,0.00
BONC,2008,08,0,0.00,0,0.00
BONC,2008,09,0,0.00,0,0.00
BONC,2008,10,0,0.00,0,0.00
BONC,2008,11,0,0.00,0,0.00
BONC,2008,12,0,0.00,0,0.00
BONC,2009,01,0,0.00,0,0.00
BONC,2009,02,0,0.00,0,0.00
BONC,2009,03,0,0.00,0,0.00
BONC,2009,04,0,0.00,0,0.00
BONC,2009,05,0,0.00,0,0.00
BONC,2009,06,0,0.00,0,0.00
BONC,2009,07,0,0.00,0,0.00
BONC,2009,08,0,0.00,0,0.00
BONC,2009,09,0,0.00,0,0.00
BONC,2009,10,0,0.00,0,0.00
BONC,2009,11,0,0.00,0,0.00
BONC,2009,12,0,0.00,0,0.00
BONC,2010,01,0,0.00,0,0.00
BONC,2010,02,0,0.00,0,0.00
BONC,2010,03,0,0.00,0,0.00
BONC,2010,04,0,0.00,0,0.00
BONC,2010,05,0,0.00,0,0.00
BONC,2010,06,0,0.00,0,0.00
BONC,2010,07,330,44.00,329,44.00
BONC,2010,08,671,90.00,666,89.00
BONC,2010,09,675,93.00,671,93.00
BONC,2010,10,723,97.00,719,96.00
BONC,2010,11,711,98.00,706,98.00
BONC,2010,12,648,87.00,640,86.00
BONC,2011,01,724,97.00,715,96.00
BONC,2011,02,627,93.00,455,67.00
BONC,2011,03,709,95.00,678,91.00
